C/A,Unit,SCP,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
R628,R064,00-00-02,3,IRT,12/30/2022,15:00:00,REGULAR,67818824,17263568
R628,R064,00-00-02,3,IRT,12/30/2022,19:00:00,REGULAR,67818876,17263680
R628,R064,00-00-02,3,IRT,12/30/2022,23:00:00,REGULAR,67818906,17263754
R628,R064,00-00-03,3,IRT,12/30/2022,03:00:00,REGULAR,1670055,715982
R628,R064,00-00-03,3,IRT,12/30/2022,07:00:00,REGULAR,1670107,715990
R628,R064,00-00-03,3,IRT,12/30/2022,11:00:00,REGULAR,1670227,716007
R628,R064,00-00-03,3,IRT,12/30/2022,15:00:00,REGULAR,1670303,716063
R628,R064,00-00-03,3,IRT,12/30/2022,19:00:00,REGULAR,1670356,716149
R628,R064,00-00-03,3,IRT,12/30/2022,23:00:00,REGULAR,1670378,716196
R628,R064,00-00-04,3,IRT,12/30/2022,03:00:00,REGULAR,513539,245738
R628,R064,00-00-04,3,IRT,12/30/2022,07:00:00,REGULAR,513642,245757
R628,R064,00-00-04,3,IRT,12/30/2022,11:00:00,REGULAR,513808,245806
R628,R064,00-00-04,3,IRT,12/30/2022,15:00:00,REGULAR,513919,245866
R628,R064,00-00-04,3,IRT,12/30/2022,19:00:00,REGULAR,514021,245954
R628,R064,00-00-04,3,IRT,12/30/2022,23:00:00,REGULAR,514080,246027
R629,R065,00-00-00,3,IRT,12/30/2022,03:00:00,REGULAR,804536,465299
R629,R065,00-00-00,3,IRT,12/30/2022,07:00:00,REGULAR,804630,465319
R629,R065,00-00-00,3,IRT,12/30/2022,11:00:00,REGULAR,804809,465379
R629,R065,00-00-00,3,IRT,12/30/2022,15:00:00,REGULAR,804957,465466
R629,R065,00-00-00,3,IRT,12/30/2022,19:00:00,REGULAR,805056,465578
R629,R065,00-00-00,3,IRT,12/30/2022,23:00:00,REGULAR,805099,465651
R629,R065,00-00-01,3,IRT,12/30/2022,03:00:00,REGULAR,381069,288478
R629,R065,00-00-01,3,IRT,12/30/2022,07:00:00,REGULAR,381108,288490
R629,R065,00-00-01,3,IRT,12/30/2022,11:00:00,REGULAR,381183,288538
R629,R065,00-00-01,3,IRT,12/30/2022,15:00:00,REGULAR,381254,288570
R629,R065,00-00-01,3,IRT,12/30/2022,19:00:00,REGULAR,381301,288634
R629,R065,00-00-01,3,IRT,12/30/2022,23:00:00,REGULAR,381331,288691
R629,R065,00-00-02,3,IRT,12/30/2022,03:00:00,REGULAR,1556311,1746268
R629,R065,00-00-02,3,IRT,12/30/2022,07:00:00,REGULAR,1556340,1746289
R629,R065,00-00-02,3,IRT,12/30/2022,11:00:00,REGULAR,1556415,1746374
R629,R065,00-00-02,3,IRT,12/30/2022,15:00:00,REGULAR,1556490,1746455
R629,R065,00-00-02,3,IRT,12/30/2022,19:00:00,REGULAR,1556548,1746583
R629,R065,00-00-02,3,IRT,12/30/2022,23:00:00,REGULAR,1556560,1746675
R629,R065,00-03-00,3,IRT,12/30/2022,03:00:00,REGULAR,223772,318570
R629,R065,00-03-00,3,IRT,12/30/2022,07:00:00,REGULAR,223772,318590
R629,R065,00-03-00,3,IRT,12/30/2022,11:00:00,REGULAR,223772,318649
R629,R065,00-03-00,3,IRT,12/30/2022,15:00:00,REGULAR,223772,318727
R629,R065,00-03-00,3,IRT,12/30/2022,19:00:00,REGULAR,223775,318842
R629,R065,00-03-00,3,IRT,12/30/2022,23:00:00,REGULAR,223794,318955
R629,R065,00-03-01,3,IRT,12/30/2022,03:00:00,REGULAR,201374738,352413925
R629,R065,00-03-01,3,IRT,12/30/2022,07:00:00,REGULAR,201374827,352413946
R629,R065,00-03-01,3,IRT,12/30/2022,11:00:00,REGULAR,201375076,352414018
R629,R065,00-03-01,3,IRT,12/30/2022,15:00:00,REGULAR,201375260,352414136
R629,R065,00-03-01,3,IRT,12/30/2022,19:00:00,REGULAR,201375399,352414352
R629,R065,00-03-01,3,IRT,12/30/2022,23:00:00,REGULAR,201375419,352414500
R629,R065,00-03-02,3,IRT,12/30/2022,03:00:00,REGULAR,18145087,36582239
R629,R065,00-03-02,3,IRT,12/30/2022,07:00:00,REGULAR,18145087,36582311
R629,R065,00-03-02,3,IRT,12/30/2022,11:00:00,REGULAR,18145087,36582491
R629,R065,00-03-02,3,IRT,12/30/2022,15:00:00,REGULAR,18145087,36582744
R629,R065,00-03-02,3,IRT,12/30/2022,19:00:00,REGULAR,18145087,36583186
R629,R065,00-03-02,3,IRT,12/30/2022,23:00:00,REGULAR,18145102,36583446
R630,R066,00-00-00,3,IRT,12/30/2022,03:00:00,REGULAR,5261611,1699215
R630,R066,00-00-00,3,IRT,12/30/2022,07:00:00,REGULAR,5261646,1699236
R630,R066,00-00-00,3,IRT,12/30/2022,11:00:00,REGULAR,5261751,1699285
R630,R066,00-00-00,3,IRT,12/30/2022,15:00:00,REGULAR,5261834,1699344
R630,R066,00-00-00,3,IRT,12/30/2022,19:00:00,REGULAR,5261918,1699422
R630,R066,00-00-00,3,IRT,12/30/2022,23:00:00,REGULAR,5261950,1699470
R630,R066,00-00-01,3,IRT,12/30/2022,03:00:00,REGULAR,4342034,1425241
R630,R066,00-00-01,3,IRT,12/30/2022,07:00:00,REGULAR,4342072,1425248
R630,R066,00-00-01,3,IRT,12/30/2022,11:00:00,REGULAR,4342169,1425271
R630,R066,00-00-01,3,IRT,12/30/2022,15:00:00,REGULAR,4342244,1425299
R630,R066,00-00-01,3,IRT,12/30/2022,19:00:00,REGULAR,4342298,1425355
R630,R066,00-00-01,3,IRT,12/30/2022,23:00:00,REGULAR,4342335,1425380
R630,R066,00-00-02,3,IRT,12/30/2022,03:00:00,REGULAR,6067349,6637024
R630,R066,00-00-02,3,IRT,12/30/2022,07:00:00,REGULAR,6067375,6637042
R630,R066,00-00-02,3,IRT,12/30/2022,11:00:00,REGULAR,6067427,6637097
R630,R066,00-00-02,3,IRT,12/30/2022,15:00:00,REGULAR,6067473,6637173
R630,R066,00-00-02,3,IRT,12/30/2022,19:00:00,REGULAR,6067520,6637331
R630,R066,00-00-02,3,IRT,12/30/2022,23:00:00,REGULAR,6067542,6637406
R630,R066,00-00-03,3,IRT,12/30/2022,03:00:00,REGULAR,404479,2401514
R630,R066,00-00-03,3,IRT,12/30/2022,07:00:00,REGULAR,404493,2401593
R630,R066,00-00-03,3,IRT,12/30/2022,11:00:00,REGULAR,404529,2401820
R630,R066,00-00-03,3,IRT,12/30/2022,15:00:00,REGULAR,404545,2402095
R630,R066,00-00-03,3,IRT,12/30/2022,19:00:00,REGULAR,404577,2402611
R630,R066,00-00-03,3,IRT,12/30/2022,23:00:00,REGULAR,404592,2402849
R632,R067,00-00-00,3,IRT,12/30/2022,03:00:00,REGULAR,1609754,1694324
R632,R067,00-00-00,3,IRT,12/30/2022,07:00:00,REGULAR,1609841,1694346
R632,R067,00-00-00,3,IRT,12/30/2022,11:00:00,REGULAR,1610008,1694443
R632,R067,00-00-00,3,IRT,12/30/2022,15:00:00,REGULAR,1610137,1694593
R632,R067,00-00-00,3,IRT,12/30/2022,19:00:00,REGULAR,1610223,1694804
R632,R067,00-00-00,3,IRT,12/30/2022,23:00:00,REGULAR,1610272,1695024
R632,R067,00-00-01,3,IRT,12/30/2022,03:00:00,REGULAR,4425382,1631427
R632,R067,00-00-01,3,IRT,12/30/2022,07:00:00,REGULAR,4425404,1631434
R632,R067,00-00-01,3,IRT,12/30/2022,11:00:00,REGULAR,4425455,1631464
R632,R067,00-00-01,3,IRT,12/30/2022,15:00:00,REGULAR,4425493,1631508
R632,R067,00-00-01,3,IRT,12/30/2022,19:00:00,REGULAR,4425529,1631574
R632,R067,00-00-01,3,IRT,12/30/2022,23:00:00,REGULAR,4425539,1631637
R632,R067,00-00-02,3,IRT,12/30/2022,03:00:00,REGULAR,1510338,501695
R632,R067,00-00-02,3,IRT,12/30/2022,07:00:00,REGULAR,1510427,501700
R632,R067,00-00-02,3,IRT,12/30/2022,11:00:00,REGULAR,1510614,501725
R632,R067,00-00-02,3,IRT,12/30/2022,15:00:00,REGULAR,1510736,501754
R632,R067,00-00-02,3,IRT,12/30/2022,19:00:00,REGULAR,1510851,501833
R632,R067,00-00-02,3,IRT,12/30/2022,23:00:00,REGULAR,1510892,501896
R632,R067,00-00-03,3,IRT,12/30/2022,03:00:00,REGULAR,2004943,491184
R632,R067,00-00-03,3,IRT,12/30/2022,07:00:00,REGULAR,2005000,491196
R632,R067,00-00-03,3,IRT,12/30/2022,11:00:00,REGULAR,2005133,491222
R632,R067,00-00-03,3,IRT,12/30/2022,15:00:00,REGULAR,2005241,491269
R632,R067,00-00-03,3,IRT,12/30/2022,19:00:00,REGULAR,2005347,491326
R632,R067,00-00-03,3,IRT,12/30/2022,23:00:00,REGULAR,2005394,491376
R633,R068,00-00-00,3,IRT,12/30/2022,03:00:00,REGULAR,7462485,10038958
R633,R068,00-00-00,3,IRT,12/30/2022,06:16:45,REGULAR,7462525,10038981
R633,R068,00-00-00,3,IRT,12/30/2022,07:00:00,REGULAR,7462548,10039024
R633,R068,00-00-00,3,IRT,12/30/2022,11:00:00,REGULAR,7462710,10039208
R633,R068,00-00-00,3,IRT,12/30/2022,15:00:00,REGULAR,7462794,10039438
R633,R068,00-00-00,3,IRT,12/30/2022,19:00:00,REGULAR,7462859,10039851
R633,R068,00-00-00,3,IRT,12/30/2022,23:00:00,REGULAR,7462887,10040143
R633,R068,00-00-01,3,IRT,12/30/2022,03:00:00,REGULAR,42506,134747
R633,R068,00-00-01,3,IRT,12/30/2022,06:16:45,REGULAR,42517,134752
R633,R068,00-00-01,3,IRT,12/30/2022,07:00:00,REGULAR,42522,134758
R633,R068,00-00-01,3,IRT,12/30/2022,11:00:00,REGULAR,42547,134780
R633,R068,00-00-01,3,IRT,12/30/2022,15:00:00,REGULAR,42561,134836
R633,R068,00-00-01,3,IRT,12/30/2022,19:00:00,REGULAR,42571,134931
R633,R068,00-00-01,3,IRT,12/30/2022,23:00:00,REGULAR,42576,134990
R633,R068,00-00-02,3,IRT,12/30/2022,03:00:00,REGULAR,846174,406002
R633,R068,00-00-02,3,IRT,12/30/2022,06:16:45,REGULAR,846197,406004
R633,R068,00-00-02,3,IRT,12/30/2022,07:00:00,REGULAR,846213,406007
R633,R068,00-00-02,3,IRT,12/30/2022,11:00:00,REGULAR,846279,406025
R633,R068,00-00-02,3,IRT,12/30/2022,15:00:00,REGULAR,846335,406061
R633,R068,00-00-02,3,IRT,12/30/2022,19:00:00,REGULAR,846383,406115
R633,R068,00-00-02,3,IRT,12/30/2022,23:00:00,REGULAR,846402,406157
R633,R068,00-00-03,3,IRT,12/30/2022,03:00:00,REGULAR,1827555,160214
R633,R068,00-00-03,3,IRT,12/30/2022,06:16:45,REGULAR,1827592,160217
R633,R068,00-00-03,3,IRT,12/30/2022,07:00:00,REGULAR,1827601,160220
R633,R068,00-00-03,3,IRT,12/30/2022,11:00:00,REGULAR,1827691,160242
R633,R068,00-00-03,3,IRT,12/30/2022,15:00:00,REGULAR,1827757,160265
R633,R068,00-00-03,3,IRT,12/30/2022,19:00:00,REGULAR,1827811,160290
R633,R068,00-00-03,3,IRT,12/30/2022,23:00:00,REGULAR,1827832,160320
R634,R069,00-00-00,3,IRT,12/30/2022,03:00:00,REGULAR,6994617,10022799
R634,R069,00-00-00,3,IRT,12/30/2022,07:00:00,REGULAR,6994703,10022894
R634,R069,00-00-00,3,IRT,12/30/2022,11:00:00,REGULAR,6994844,10023132
R634,R069,00-00-00,3,IRT,12/30/2022,15:00:00,REGULAR,6994966,10023377
R634,R069,00-00-00,3,IRT,12/30/2022,19:00:00,REGULAR,6995094,10023703
R634,R069,00-00-00,3,IRT,12/30/2022,23:00:00,REGULAR,6995134,10023944
R634,R069,00-00-01,3,IRT,12/30/2022,03:00:00,REGULAR,8298445,9267584
R634,R069,00-00-01,3,IRT,12/30/2022,07:00:00,REGULAR,8298533,9267630
R634,R069,00-00-01,3,IRT,12/30/2022,11:00:00,REGULAR,8298632,9267772
R634,R069,00-00-01,3,IRT,12/30/2022,15:00:00,REGULAR,8298718,9267918
R634,R069,00-00-01,3,IRT,12/30/2022,19:00:00,REGULAR,8298796,9268173
R634,R069,00-00-01,3,IRT,12/30/2022,23:00:00,REGULAR,8298832,9268311
R634,R069,00-00-02,3,IRT,12/30/2022,03:00:00,REGULAR,9456698,5403093
R634,R069,00-00-02,3,IRT,12/30/2022,07:00:00,REGULAR,9456737,5403105
R634,R069,00-00-02,3,IRT,12/30/2022,11:00:00,REGULAR,9456809,5403150
R634,R069,00-00-02,3,IRT,12/30/2022,15:00:00,REGULAR,9456872,5403219
R634,R069,00-00-02,3,IRT,12/30/2022,19:00:00,REGULAR,9456925,5403375
R634,R069,00-00-02,3,IRT,12/30/2022,23:00:00,REGULAR,9456946,5403441
R634,R069,00-03-00,3,IRT,12/30/2022,03:00:00,REGULAR,13543458,3139513
R634,R069,00-03-00,3,IRT,12/30/2022,07:00:00,REGULAR,13543519,3139531
R634,R069,00-03-00,3,IRT,12/30/2022,11:00:00,REGULAR,13543618,3139600
R634,R069,00-03-00,3,IRT,12/30/2022,15:00:00,REGULAR,13543683,3139677
R634,R069,00-03-00,3,IRT,12/30/2022,19:00:00,REGULAR,13543746,3139799
R634,R069,00-03-00,3,IRT,12/30/2022,23:00:00,REGULAR,13543763,3139865
R634,R069,00-03-01,3,IRT,12/30/2022,03:00:00,REGULAR,1425471,1498861
R634,R069,00-03-01,3,IRT,12/30/2022,07:00:00,REGULAR,1425548,1498882
R634,R069,00-03-01,3,IRT,12/30/2022,11:00:00,REGULAR,1425722,1498968
R634,R069,00-03-01,3,IRT,12/30/2022,15:00:00,REGULAR,1425885,1499045
R634,R069,00-03-01,3,IRT,12/30/2022,19:00:00,REGULAR,1425990,1499235
R634,R069,00-03-01,3,IRT,12/30/2022,23:00:00,REGULAR,1426019,1499348
R634,R069,00-03-02,3,IRT,12/30/2022,03:00:00,REGULAR,1960723,1193062
R634,R069,00-03-02,3,IRT,12/30/2022,07:00:00,REGULAR,1960792,1193073
R634,R069,00-03-02,3,IRT,12/30/2022,11:00:00,REGULAR,1960843,1193112
R634,R069,00-03-02,3,IRT,12/30/2022,15:00:00,REGULAR,1960843,1193194
R634,R069,00-03-02,3,IRT,12/30/2022,19:00:00,REGULAR,1960862,1193347
R634,R069,00-03-02,3,IRT,12/30/2022,23:00:00,REGULAR,1960911,1193479
R635,R277,00-00-00,25,IRT,12/30/2022,03:00:00,REGULAR,4125400,6235771
R635,R277,00-00-00,25,IRT,12/30/2022,07:00:00,REGULAR,4125401,6235792
R635,R277,00-00-00,25,IRT,12/30/2022,11:00:00,REGULAR,4125407,6235928
R635,R277,00-00-00,25,IRT,12/30/2022,15:00:00,REGULAR,4125417,6236050
R635,R277,00-00-00,25,IRT,12/30/2022,19:00:00,REGULAR,4125422,6236343
R635,R277,00-00-00,25,IRT,12/30/2022,23:00:00,REGULAR,4125426,6236493
R635,R277,00-00-01,25,IRT,12/30/2022,03:00:00,REGULAR,6478607,8596797
R635,R277,00-00-01,25,IRT,12/30/2022,07:00:00,REGULAR,6478638,8596814
R635,R277,00-00-01,25,IRT,12/30/2022,11:00:00,REGULAR,6478808,8596929
R635,R277,00-00-01,25,IRT,12/30/2022,15:00:00,REGULAR,6479007,8597062
R635,R277,00-00-01,25,IRT,12/30/2022,19:00:00,REGULAR,6479145,8597336
R635,R277,00-00-01,25,IRT,12/30/2022,23:00:00,REGULAR,6479198,8597505
R635,R277,00-00-02,25,IRT,12/30/2022,03:00:00,REGULAR,499497,628426
R635,R277,00-00-02,25,IRT,12/30/2022,07:00:00,REGULAR,499527,628450
R635,R277,00-00-02,25,IRT,12/30/2022,11:00:00,REGULAR,499687,628532
R635,R277,00-00-02,25,IRT,12/30/2022,15:00:00,REGULAR,499829,628678
R635,R277,00-00-02,25,IRT,12/30/2022,19:00:00,REGULAR,499952,628911
R635,R277,00-00-02,25,IRT,12/30/2022,23:00:00,REGULAR,499995,629064
R636,R209,00-00-00,25,IRT,12/30/2022,03:00:00,REGULAR,12556293,5860281
R636,R209,00-00-00,25,IRT,12/30/2022,07:00:00,REGULAR,12556367,5860315
R636,R209,00-00-00,25,IRT,12/30/2022,11:00:00,REGULAR,12556630,5860421
R636,R209,00-00-00,25,IRT,12/30/2022,15:00:00,REGULAR,12556898,5860549
R636,R209,00-00-00,25,IRT,12/30/2022,19:00:00,REGULAR,12557125,5860746
R636,R209,00-00-00,25,IRT,12/30/2022,23:00:00,REGULAR,12557206,5860917
R636,R209,00-00-01,25,IRT,12/30/2022,03:00:00,REGULAR,5385614,3523312
R636,R209,00-00-01,25,IRT,12/30/2022,07:00:00,REGULAR,5385633,3523329
R636,R209,00-00-01,25,IRT,12/30/2022,11:00:00,REGULAR,5385748,3523422
R636,R209,00-00-01,25,IRT,12/30/2022,15:00:00,REGULAR,5385878,3523506
R636,R209,00-00-01,25,IRT,12/30/2022,19:00:00,REGULAR,5386007,3523687
R636,R209,00-00-01,25,IRT,12/30/2022,23:00:00,REGULAR,5386054,3523794
R636,R209,00-00-02,25,IRT,12/30/2022,03:00:00,REGULAR,2848099,2883068
R636,R209,00-00-02,25,IRT,12/30/2022,07:00:00,REGULAR,2848153,2883112
R636,R209,00-00-02,25,IRT,12/30/2022,11:00:00,REGULAR,2848377,2883285
R636,R209,00-00-02,25,IRT,12/30/2022,15:00:00,REGULAR,2848576,2883502
R636,R209,00-00-02,25,IRT,12/30/2022,19:00:00,REGULAR,2848762,2883888
R636,R209,00-00-02,25,IRT,12/30/2022,23:00:00,REGULAR,2848832,2884147
R637,R451,00-00-00,25,IRT,12/30/2022,00:00:00,REGULAR,7503165,2618824
R637,R451,00-00-00,25,IRT,12/30/2022,04:00:00,REGULAR,7503172,2618827
R637,R451,00-00-00,25,IRT,12/30/2022,08:00:00,REGULAR,7503232,2618876
R637,R451,00-00-00,25,IRT,12/30/2022,12:00:00,REGULAR,7503367,2618995
R637,R451,00-00-00,25,IRT,12/30/2022,16:00:00,REGULAR,7503536,2619101
R637,R451,00-00-00,25,IRT,12/30/2022,20:00:00,REGULAR,7503658,2619173
R637,R451,00-00-01,25,IRT,12/30/2022,00:00:00,REGULAR,2777264,291564
R637,R451,00-00-01,25,IRT,12/30/2022,04:00:00,REGULAR,2777272,291566
R637,R451,00-00-01,25,IRT,12/30/2022,08:00:00,REGULAR,2777362,291578
R637,R451,00-00-01,25,IRT,12/30/2022,12:00:00,REGULAR,2777533,291605
R637,R451,00-00-01,25,IRT,12/30/2022,16:00:00,REGULAR,2777718,291632
R637,R451,00-00-01,25,IRT,12/30/2022,20:00:00,REGULAR,2777866,291655
R637,R451,00-00-02,25,IRT,12/30/2022,00:00:00,REGULAR,19824093,873454
R637,R451,00-00-02,25,IRT,12/30/2022,04:00:00,REGULAR,19824107,873457
R637,R451,00-00-02,25,IRT,12/30/2022,08:00:00,REGULAR,19824283,873485
R637,R451,00-00-02,25,IRT,12/30/2022,12:00:00,REGULAR,19824613,873514
R637,R451,00-00-02,25,IRT,12/30/2022,16:00:00,REGULAR,19824962,873538
R637,R451,00-00-02,25,IRT,12/30/2022,20:00:00,REGULAR,19825227,873560
R637,R451,00-06-00,25,IRT,12/30/2022,00:00:00,REGULAR,55264,182561
R637,R451,00-06-00,25,IRT,12/30/2022,04:00:00,REGULAR,55268,182564
R637,R451,00-06-00,25,IRT,12/30/2022,08:00:00,REGULAR,55276,182581
R637,R451,00-06-00,25,IRT,12/30/2022,12:00:00,REGULAR,55318,182620
R637,R451,00-06-00,25,IRT,12/30/2022,16:00:00,REGULAR,55390,182662
R637,R451,00-06-00,25,IRT,12/30/2022,20:00:00,REGULAR,55440,182741
R639,R109,00-00-00,25,IRT,12/30/2022,00:00:00,REGULAR,911091,306217
R639,R109,00-00-00,25,IRT,12/30/2022,04:00:00,REGULAR,911095,306236
R639,R109,00-00-00,25,IRT,12/30/2022,08:00:00,REGULAR,911231,306276
R639,R109,00-00-00,25,IRT,12/30/2022,12:00:00,REGULAR,911437,306348
R639,R109,00-00-00,25,IRT,12/30/2022,16:00:00,REGULAR,911619,306447
R639,R109,00-00-00,25,IRT,12/30/2022,20:00:00,REGULAR,911771,306531
R639,R109,00-00-01,25,IRT,12/30/2022,00:00:00,REGULAR,9621177,1176529
R639,R109,00-00-01,25,IRT,12/30/2022,04:00:00,REGULAR,9621184,1176534
R639,R109,00-00-01,25,IRT,12/30/2022,08:00:00,REGULAR,9621327,1176541
R639,R109,00-00-01,25,IRT,12/30/2022,12:00:00,REGULAR,9621486,1176578
R639,R109,00-00-01,25,IRT,12/30/2022,16:00:00,REGULAR,9621648,1176638
R639,R109,00-00-01,25,IRT,12/30/2022,20:00:00,REGULAR,9621758,1176672
R639,R109,00-00-02,25,IRT,12/30/2022,00:00:00,REGULAR,16799351,1583640
R639,R109,00-00-02,25,IRT,12/30/2022,04:00:00,REGULAR,16799355,1583640
R639,R109,00-00-02,25,IRT,12/30/2022,08:00:00,REGULAR,16799497,1583643
R639,R109,00-00-02,25,IRT,12/30/2022,12:00:00,REGULAR,16799671,1583680
R639,R109,00-00-02,25,IRT,12/30/2022,16:00:00,REGULAR,16799829,1583721
R639,R109,00-00-02,25,IRT,12/30/2022,20:00:00,REGULAR,16799964,1583772
R639,R109,00-00-03,25,IRT,12/30/2022,00:00:00,REGULAR,24476188,2695977
R639,R109,00-00-03,25,IRT,12/30/2022,04:00:00,REGULAR,24476214,2695989
R639,R109,00-00-03,25,IRT,12/30/2022,08:00:00,REGULAR,24476515,2696015
R639,R109,00-00-03,25,IRT,12/30/2022,12:00:00,REGULAR,24476895,2696088
R639,R109,00-00-03,25,IRT,12/30/2022,16:00:00,REGULAR,24477264,2696167
R639,R109,00-00-03,25,IRT,12/30/2022,20:00:00,REGULAR,24477515,2696255
R639,R109,00-05-00,25,IRT,12/30/2022,00:00:00,REGULAR,50340621,16777216
R639,R109,00-05-00,25,IRT,12/30/2022,04:00:00,REGULAR,50340621,16777216
R639,R109,00-05-00,25,IRT,12/30/2022,08:00:00,REGULAR,50340625,16777216
R639,R109,00-05-00,25,IRT,12/30/2022,12:00:00,REGULAR,50340631,16777216
R639,R109,00-05-00,25,IRT,12/30/2022,16:00:00,REGULAR,50340643,16777216
R639,R109,00-05-00,25,IRT,12/30/2022,20:00:00,REGULAR,50340649,16777216
R639,R109,00-05-01,25,IRT,12/30/2022,00:00:00,REGULAR,7,1754
R639,R109,00-05-01,25,IRT,12/30/2022,04:00:00,REGULAR,7,1754
R639,R109,00-05-01,25,IRT,12/30/2022,08:00:00,REGULAR,7,1754
R639,R109,00-05-01,25,IRT,12/30/2022,12:00:00,REGULAR,7,1754
R639,R109,00-05-01,25,IRT,12/30/2022,16:00:00,REGULAR,7,1754
R639,R109,00-05-01,25,IRT,12/30/2022,20:00:00,REGULAR,7,1754
R639,R109,00-05-02,25,IRT,12/30/2022,00:00:00,REGULAR,3350,0
R639,R109,00-05-02,25,IRT,12/30/2022,04:00:00,REGULAR,3351,0
R639,R109,00-05-02,25,IRT,12/30/2022,08:00:00,REGULAR,3356,0
R639,R109,00-05-02,25,IRT,12/30/2022,12:00:00,REGULAR,3365,0
R639,R109,00-05-02,25,IRT,12/30/2022,16:00:00,REGULAR,3373,0
R639,R109,00-05-02,25,IRT,12/30/2022,20:00:00,REGULAR,3385,0
R639,R109,00-05-03,25,IRT,12/30/2022,00:00:00,REGULAR,458752,370
R639,R109,00-05-03,25,IRT,12/30/2022,04:00:00,REGULAR,458752,370
R639,R109,00-05-03,25,IRT,12/30/2022,08:00:00,REGULAR,458752,370
R639,R109,00-05-03,25,IRT,12/30/2022,12:00:00,REGULAR,458752,370
R639,R109,00-05-03,25,IRT,12/30/2022,16:00:00,REGULAR,458752,370
R639,R109,00-05-03,25,IRT,12/30/2022,20:00:00,REGULAR,458752,370
R639,R109,00-06-00,25,IRT,12/30/2022,00:00:00,REGULAR,856578215,1578226077
R639,R109,00-06-00,25,IRT,12/30/2022,04:00:00,REGULAR,856578215,1578226095
R639,R109,00-06-00,25,IRT,12/30/2022,08:00:00,REGULAR,856578215,1578226116
R639,R109,00-06-00,25,IRT,12/30/2022,12:00:00,REGULAR,856578215,1578226184
R639,R109,00-06-00,25,IRT,12/30/2022,16:00:00,REGULAR,856578215,1578226308
R639,R109,00-06-00,25,IRT,12/30/2022,20:00:00,REGULAR,856578215,1578226475
R641,R210,00-00-00,25,IRT,12/30/2022,03:00:00,REGULAR,1308287,277709
R641,R210,00-00-00,25,IRT,12/30/2022,07:00:00,REGULAR,1308411,277720
R641,R210,00-00-00,25,IRT,12/30/2022,11:00:00,REGULAR,1308673,277748
R641,R210,00-00-00,25,IRT,12/30/2022,15:00:00,REGULAR,1308862,277802
R641,R210,00-00-00,25,IRT,12/30/2022,19:00:00,REGULAR,1308984,277866
R641,R210,00-00-00,25,IRT,12/30/2022,23:00:00,REGULAR,1309031,277904
R641,R210,00-00-01,25,IRT,12/30/2022,03:00:00,REGULAR,10256463,596852
R641,R210,00-00-01,25,IRT,12/30/2022,07:00:00,REGULAR,10256519,596854
R641,R210,00-00-01,25,IRT,12/30/2022,11:00:00,REGULAR,10256700,596868
R641,R210,00-00-01,25,IRT,12/30/2022,15:00:00,REGULAR,10256823,596881
R641,R210,00-00-01,25,IRT,12/30/2022,19:00:00,REGULAR,10256908,596907
R641,R210,00-00-01,25,IRT,12/30/2022,23:00:00,REGULAR,10256953,596923
R641,R210,00-00-02,25,IRT,12/30/2022,03:00:00,REGULAR,7358693,882841
R641,R210,00-00-02,25,IRT,12/30/2022,07:00:00,REGULAR,7358741,882846
R641,R210,00-00-02,25,IRT,12/30/2022,11:00:00,REGULAR,7358876,882857
R641,R210,00-00-02,25,IRT,12/30/2022,15:00:00,REGULAR,7358965,882884
R641,R210,00-00-02,25,IRT,12/30/2022,19:00:00,REGULAR,7359023,882908
R641,R210,00-00-02,25,IRT,12/30/2022,23:00:00,REGULAR,7359057,882925
R641,R210,00-06-00,25,IRT,12/30/2022,03:00:00,REGULAR,67495277,17392972
R641,R210,00-06-00,25,IRT,12/30/2022,07:00:00,REGULAR,67495284,17392979
R641,R210,00-06-00,25,IRT,12/30/2022,11:00:00,REGULAR,67495322,17392996
R641,R210,00-06-00,25,IRT,12/30/2022,15:00:00,REGULAR,67495353,17393027
R641,R210,00-06-00,25,IRT,12/30/2022,19:00:00,REGULAR,67495385,17393108
R641,R210,00-06-00,25,IRT,12/30/2022,23:00:00,REGULAR,67495401,17393184
R643,R135,00-00-00,25,IRT,12/30/2022,00:00:00,REGULAR,15616890,1441377
R643,R135,00-00-00,25,IRT,12/30/2022,04:00:00,REGULAR,15616908,1441383
R643,R135,00-00-00,25,IRT,12/30/2022,08:00:00,REGULAR,15617176,1441399
R643,R135,00-00-00,25,IRT,12/30/2022,12:00:00,REGULAR,15617500,1441443
R643,R135,00-00-00,25,IRT,12/30/2022,16:00:00,REGULAR,15617790,1441504
R643,R135,00-00-00,25,IRT,12/30/2022,20:00:00,REGULAR,15617947,1441568
R643,R135,00-00-01,25,IRT,12/30/2022,00:00:00,REGULAR,18449410,567203
R643,R135,00-00-01,25,IRT,12/30/2022,04:00:00,REGULAR,18449419,567206
R643,R135,00-00-01,25,IRT,12/30/2022,08:00:00,REGULAR,18449612,567211
R643,R135,00-00-01,25,IRT,12/30/2022,12:00:00,REGULAR,18449857,567221
R643,R135,00-00-01,25,IRT,12/30/2022,16:00:00,REGULAR,18450017,567239
R643,R135,00-00-01,25,IRT,12/30/2022,20:00:00,REGULAR,18450119,567256
R643,R135,00-00-02,25,IRT,12/30/2022,00:00:00,REGULAR,13886351,534576
R643,R135,00-00-02,25,IRT,12/30/2022,04:00:00,REGULAR,13886354,534581
